filename	keywords
lisa_geiger_flowers.html	Lisa Geiger, American 20th and 21st century, 20th century artist, 21st century artist, Oil on board, Yellow Roadside Flowers with Three Daisies, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lloyd_mifflin_art.html	Lloyd Mifflin , , , ,(American, 1846 - 1921), artist, paintings, artwork, art work, painting, art
lloyd_mifflin_susquehenna.html	Lloyd Mifflin, American, 1846 – 1921, 19th century artist, 20th century artist, Susquehanna Near Columbia, 1885, 1885 painting, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_comfort_tiffany_lilies.html	Louis Comfort Tiffany, American, 1848 – 1933, Calla Lilies, 19th century artist, 20th century artist, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_frisino_cocker_spaniel.html	Louis Frisino, American, 1934 - 2020, 20th century artist, Cocker Spaniel with Pheasant, Watercolor, sporting art artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_heitmuller_cows.html	Louis Heitmuller, L. Heitmuller,  Louis (Ludwig) Heitmuller, German-American, 1863 - 1933, Cows in Landscape near Pittsburgh, PA, Oil on board, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_heitmuller_guyasuta.html	Louis Heitmuller, L. Heitmuller, Louis (Ludwig) Heitmuller, German-American, 1863 - 1933, Guyasuta Run, Aspinwall, PA, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_heitmuller_sheep.html	Louis Heitmuller, L. Heitmuller, Louis (Ludwig) Heitmuller, German-American, 1863 - 1933, Sheep in Landscape near Sixmile Island, Sharpsburg, PA, Oil on canvas, landscape, landscape artwork, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_icart_liberty.html	Louis Icart, 1888 - 1950, 20th century artist, Miss Liberty, Charcoal, pastel, watercolor, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_j_heitmuller_country.html	Louis J. Heitmuller, L. Heitmuller,  Louis (Ludwig) Heitmuller, American, 1863 – 1933, 19th century artist, 20th century artist, Country Road, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_lionel_stern_art.html	Louis-Lionel Stern, , , ,(American, born 1901), artist, paintings, artwork, art work, painting, art
louis_lionel_stern_statue_of_liberty.html	Louis- Lionel Stern, American, born 1901, Statue of Liberty, 20th century artist, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_ritter_east_glouster.html	Louis Ritter, American, 1854 - 1892, Study for East Gloucester Landscape, 19th century artist, Oil on Canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_ritter_landscape.html	Louis Ritter, American, 1854 - 1892, East Gloucester Landscape, 19th century artist, Oil on Canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_robert_de_cuvillon_artwork.html	Louis-Robert de Cuvillon , , , ,(French, 1848 - 1931), artist, paintings, artwork, art work, painting, art
louis_robert_de_cuvillon_boquet.html	Louis-Robert de Cuvillon, French, 1848 - 1931, 19th century artist, 20th century artist, Reclining Woman with Bouquet, Watercolor and gouache, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_robert_de_cuvillon_butterflies.html	Louis-Robert de Cuvillon, French, 1848 - 1931, 19th century artist, 20th century artist, Catching Butterflies , Watercolor and gouache, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
louis_robert_de_cuvillon_dove.html	Louis-Robert de Cuvillon, French, 1848 - 1931, 19th century artist, 20th century artist, Girl Holding Dove , Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lucien_whiting_powell_forest.html	Lucien Whiting Powell, American, 1846 – 1930, Interior Forest Landscape, 20th century artist, Oil on canvas, landscape, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
lucien_whiting_powell_woods.html	Lucien Whiting Powell, American, 1846 – 1930, Sunlit Creek through the Woods, 20th century artist, Oil on canvas, landscape, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
mabel_louise_wheelock_hudson.html	Mabel Louise Wheelock, American, 1887 - 1950, 20th century artist, On the Esopus Creek, Hudson River, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
mabel_rollins_harris_art.html	Mabel Rollins Harris , , , ,(American, early 20th Century), artist, paintings, artwork, art work, painting, art
mabel_rollins_harris_mother.html	Mabel Rollins Harris, 20th Century American, 20th century artist, Mother and Baby, Pastel on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
maccord.html	Charles William MacCord , Charles Wm Maccord, C W MacCord, ,(American 1852 - 1923)), artist, paintings, artwork, art work, painting, art
malcolm_parcell_road.html	Malcolm Parcell, American, 1896 – 1987, Road In Mist, 20th century artist, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
mark_daly_blizzard.html	Mark Daly, American 1956, 20th century artist, Blizzard on 42nd Street, Oil on board, historical, historical paintingartist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
marlene_wiedenbaum_hudson.html	Marlene Wiedenbaum, American, 20/21st century, Hudson River Sunrise IV with Ducks, 20th century artist, 21st century artist, Pastel, landscape, landscape artwork, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
marlene_wiedenbaum_millbrook.html	Marlene Wiedenbaum, American, 20/21st century, Millbrook Road, 20th century artist, 21st century artist, Pastel, landscape, landscape artwork,  artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
martin_leisser_man.html	Martin Leisser, M.B. Leisser,  Martin B. Leisser, American 1846-1940, 20th century artist, Man with Beard, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
mary_augusta_hester_reid_daisies.html	Mary Augusta Hiester Reid, American/Canadian 1854–1921, 19th century artist, 20th century artist, Daisies in Oriental Vase, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
maurice_leloir_art.html	Maurice Leloir, , , ,(French, 1853 - 1940), artist, paintings, artwork, art work, painting, art
maurice_leloir_shopping.html	Maurice Leloir, French, 1853 – 1940, 19th century artist, 20th century artist, Shopping for Eggs, Watercolor, genre, genre artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
maximilienne_goepp_guyon.html	Maximilienne Goepp Guyon , Maximilienne Goepp, Goepp Guyon, ,(French, 1868- 1903), artist, paintings, artwork, art work, painting, art
maximilienne_goepp_guyon_lady.html	Maximilienne Goepp Guyon, Maximilienne Goepp,  Goepp Guyon, French 1868 – 1903, 19th century artist, Lady in a Hat, Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
maximilienne_goepp_guyon_waving.html	Maximilienne Goepp Guyon, Maximilienne Goepp, Goepp Guyon, French 1868 – 1903, 19th century artist, Lady Waving, Watercolor, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
max_antlers_forest.html	Max H. Antlers, German-American 1873-1952, 20th century artist, Spirits of the Forest, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
max_weyl_artwork.html	Max Weyl , , , ,(American, 1837 - 1914), artist, paintings, artwork, art work, painting, art
max_weyl_fall.html	Max Weyl, American 1837 – 1914, 19th century artist, Fall Rock Creek Park 1876, 1876 painting,  Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
max_weyl_park.html	Max Weyl, American 1837 – 1914, 19th century artist, Rock Creek Park, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
max_weyl_spring_creek.html	Max Weyl, American 1837 – 1914, 19th century artist, Spring Rock Creek Park 1876, 1876 painting, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
max_weyl_sunset.html	Max Weyl, American 1837 – 1914, 19th century artist, Sunset Landscape with Cabin , Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
max_weyl_wooded.html	Max Weyl, American 1837 – 1914, 19th century artist, Wooded Landscape, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
michael_mosorjak_street.html	Michael Mosorjak, American, 20th and 21st century, 20th century artist, 21st century artist, Middle Street, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
michael_strieby_nachtrieb_ohio.html	Michael Strieby Nachtrieb, American, 1835 - 1916,
19th century artist, 20th century artist, Ohio, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery  
michael_strueber_boquet.html	Michael Strueber, 1945, 20th century artist, Summer Bouquet, Water Color, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
michael_strueber_lilies.html	Michael Strueber, 1945, 20th century artist, Calla Lilies, Water Color, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
michael_strueber_magnolias.html	Michael Strueber, 1945, 20th century artist, Magnolias, Water Color, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
michael_strueber_peonies.html	Michael Strueber, 1945, 20th century artist, White Peonies, Water Color, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
michael_strueber_splendor.html	Michael Strueber, 1945, 20th century artist, Splendor in Pink and Blue, Water Color, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
milne_ramsey_path.html	Milne Ramsey, American, 1847 - 1915, 19th century artist, 20th century artist, Figure on a Path, Oil on Board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
morston_constantine_ream_fruit.html	Morston Constantine Ream, Morston Ream, American,  1840 – 1898, 19th century artist, Still-life with Fruit and Wine , Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
morston_ream.html	Morston Constantine Ream , Morston Ream, , ,(American 1840 - 1898), artist, paintings, artwork, art work, painting, art
myron_clark_constitution.html	C. Myron Clark, American, 1858 – 1925, 19th century artist, 20th century artist, USS Constitution, Oil on canvas board, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
norton_bush_autumn.html	Norton Bush, American, 1834 - 1894, 19th century artist, Autumn Scene in the Adirondacks, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
octavius_white_art.html	Octavius White , , , ,(Canadian School, 19th Century), artist, paintings, artwork, art work, painting, art
octavius_white_niagra.html	Octavius White, 19th Century Canadian School, 19th century artist, Horse Shoe Falls, Niagara Falls, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
ogden_minton_pleissner_coast.html	Ogden Minton Pleissner, American, 1905 – 1983, 20th century artist, Coast of Maine Acadia Park, Watercolor, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_parker_black_creek.html	Olive Parker Black, Olive P Black, American, 1868 – 1948, 20th century artist, 19th century artist, Fall Landscape with Creek, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_parker_black_reflections.html	Olive Parker Black, Olive P Black, American, 1868 – 1948, 20th century artist, 19th century artist, Reflections, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_parker_black_stream.html	Olive Parker Black, Olive P Black, American, 1868 – 1948, 20th century artist, 19th century artist, Stream in Fall Landscape, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_parker_black_summer.html	Olive Parker Black, Olive P Black, American, 1868 – 1948, 20th century artist, 19th century artist, Summer Landscape, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_cow.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist, Grandma Lehman Milking the Cow, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_creek.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist, Cows in Creek at Lehman Farm, Scalp Level, PA, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_farm.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist, Cows in Creek at Lehman Farm, Lehman Farm, 1911, 1911 painting, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_lehman.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist,Adam Lehman on the Homestead near Paint Creek, Somerset County, PA, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_lehman_farm.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist,Farm Joining the Lehman’s Farm, Scalp Level, PA, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_rhododendrons.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist,Rhododendrons in a Crock, Oil on board, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
olive_turney_soap.html	Olive Turney, American, 1847 – 1939, 19th century artist, 20th century artist,Mrs. Henry Lehman Boiling Soap, Watercolor on paper, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
otto_august_kuhler.html	Otto August Kuhler , Otto Kuhler, O. Kuhler, ,(American, 1894 - 1974), artist, paintings, artwork, art work, painting, art
otto_august_kuhler_coal.html	Otto August Kuhler, American, 1894 – 1976, 20th century artist, Coal Burners, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
otto_august_kuhler_thunder.html	Otto August Kuhler, American, 1894 – 1976, 20th century artist, Thunder on Horseshoe Curve, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
otto_flecker_art.html	Otto Flecker , , , ,(20th Century German or Austrian Illustrator), artist, paintings, artwork, art work, painting, art
otto_flecker_parrot.html	Otto Flecker, 20th Century German or Austrian Illustrator, 20th century artist, Girl with Parrot, Illustration, 1927, 1927 artist, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
otto_sommer_deer.html	Otto Sommer, 1811 – 1911, 19th century artist, Deer at Dusk, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
paul_bransom_art.html	Paul Bransom , , , ,(American, 1885 - 1979), artist, paintings, artwork, art work, painting, art
paul_bransom_wild.html	Paul (John Paul) Bransom, American, 1885 – 1979,
20th century artist, Call of the Wild, Watercolor, charcoal and ink, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery  
paul_de_longpre_art.html	Paul de Longpre , P. de Longpre, , ,(American, 1855 ? 1911), artist, paintings, artwork, art work, painting, art
paul_de_longpre_roses.html	Paul de Longpre, P. de Longpre, American, 1855 – 1911, 19th century artist, Victorian Roses, 1902, 1902 painting, Watercolor, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
paul_gorka_art.html	Paul Gorka , , , ,(American, born 1931), artist, paintings, artwork, art work, painting, art
paul_gorka_contemplation.html	Paul Gorka, American, born 1931, 20th century artist, Contemplation, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
penrhyn_stanlaws_lincoln.html	Penrhyn Stanlaws, Scottish-American, 1877 - 1957,
20th century artist, Abraham Lincoln, Oil on canvas, historical, historical artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery  
peter_baumgras_genesee.html	Peter Baumgras, American, 1827 – 1904, 19th century artist, Genesee River, Oil on Board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
peter_hurd_mountain.html	Peter Hurd, American, 1904 - 1984, 20th century artist, Blue Mountain, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
peter_johan_valdemar_busch_path.html	Peter Johan Valdemar Busch, 1861 - 1942, 19th century artist, 20th century artist, Path through the Beech Trees, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
p_l_bierce_art.html	P.L. Bierce , , , ,American, 20th Century), artist, paintings, artwork, art work, painting, art
p_l_bierce_locomotives.html	P.L. Bierce, American, 20th century, 20th century artist, Pennsylvania Locomotives on Horseshoe Curve, Oil on artist board, historical artwork, historical, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
reuben_legrande_johnston_art.html	Reuben LeGrande Johnston , R.L. Johnston, , ,(American, 1850 - 1915), artist, paintings, artwork, art work, painting, art
reuben_legrande_johnston_grazing.html	Reuben LeGrande Johnston, 1850 – 1915, 19th century artist, 20th century artist, Grazing Sheep, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
reuben_legrande_johnston_home.html	Reuben LeGrande Johnston, 1850 – 1915, 19th century artist, 20th century artist, HEADING HOME, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
reuben_legrande_johnston_sheep.html	Reuben LeGrande Johnston, 1850 – 1915, 19th century artist, 20th century artist, Watercolor, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
reynolds_beale_railroad.html	Reynolds Beal, American, 1866/67 - 1951, Poughkeepsie Railroad Bridge, Crayon on Paper,19th century artist, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
richard_bishop_grouse.html	Richard Evett Bishop, American, 1887 – 1975, 20th century artist, Pair of Grouse, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_atkinson_fox_artwork.html	Robert Atkinson Fox , R. Atkinson Fox, R. A. FOX, ,(American, 1860 ? 1935), artist, paintings, artwork, art work, painting, art
robert_atkinson_fox_bubbles.html	Robert Atkinson Fox, American, 1860 – 1935, Bubbles, 1900, 1900 painting, Oil on canvas,  genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_atkinson_fox_sunset.html	Robert Atkinson Fox, American, 1860 – 1935, Sunset in the High Mountains, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_atkinson_horse.html	Robert Atkinson Fox, American, 1860 – 1935, 19th century artist, Young Girl with Horse, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_c_kluth.html	Robert C. Kluth , , , ,(American, 1854 - 1921), artist, paintings, artwork, art work, painting, art
robert_c_kluth_cattle.html	Attributed to Robert C. Kluth, American, 1854 – 1921, 19th century artist, 20th century artist, Cattle by Stream, animal, animal artwork, Oil on canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_c_kluth_fisherman.html	Robert C. Kluth American, 1854 – 1921, 19th century artist, Young Fisherman, 20th century artist, 54 – 1921), Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_c_kluth_moonlight.html	Robert C. Kluth American, 1854 – 1921, 19th century artist, 20th century artist, 54 – 1921), Moonlight Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_decker_fall.html	Robert Decker, American, 1847 - 1921, 19th century artist, 20th century artist, A Fall Landscape, Oil on canvas, landscape, landscape, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_emmett_owen_steeplechase.html	Robert Emmett Owen,  R. Emmett Owen, American, 1878 – 1957, Steeplechase, Oil on canvas, animal, animal artwork, 20th century artist, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_m_tudor_catskills.html	Robert M. Tudor, American, 19th century, Fishing in the Catskills, 19th century artist, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_ottokar_lindneux.html	Robert Ottokar Lindneux , Robert Lindneux, , ,(American, 1871 - 1970), artist, paintings, artwork, art work, painting, art
robert_ottokar_lindneux_lookout.html	Robert Ottokar Lindneux, American, 1871 – 1970, 20th century artist, The Lookout, Oil on canvas, landscape, landscape artwork, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_pease_nomad.html	Robert Pease, 1925 - 2004, 20th century artist, Norther Nomad, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_pease_wilderness.html	Robert Pease, 1925 - 2004, 20th century artist, Wilderness Lordd, Oil on canvas, animal, animal artwork, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
robert_walter_weir_mother.html	Robert Walter Weir, American, 1803 – 1889, Robert Walter Weir,  Robert W. Weir, 19th century artist, Mother’s Love, Oil on canvas, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
ruth_a_clark_pasture.html	Ruth A. Clark, American, early 20th-Century, 20th century artist, Tranquil Pasture, Oil on canvas, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
samuel_w_griggs_cattle.html	Samuel W. Griggs, American, 1827 – 1898, SW. Griggs, 19th century artist, New England Landscape with Cattle by Bridge, Oil on canvas, landscape, landscape artwork, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
scott_zuckerman_pheasant.html	Scott Zuckerman, American, born 1951, 20th century artist, Spring Pheasant, Oil on board, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
scott_zuckerman_pheasants.html	Scott Zuckerman, American, born 1951, 20th century artist, Pheasant in Flight, Oil on board, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
serena_caswell_lane_lemons.html	Serena Caswell Lane, American, 1858,  Serena Caswell Lane, 19th century artist, Still-life with Lemons, Oil on canvas, still life artwork, still life, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
sidney_brackett_hunter.html	Sidney Brackett, American, 1852 - 1910, 19th century artist, Hunter with Dogs, Oil on canvas, sporting art, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
stephen_alke_august.html	Stephen Alke, American, 1874-1941, 20th century artist, August Hay Bales, Oil on Canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
sylvester_phelps_hodgdon_river.html	Sylvester Phelps Hodgdon, American, 1830 - 1906, 19th century artist, River Landscape in Autumn, 1857, 1857 painting, Oil on Canvas, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery  
theodore_gegoux_adirondacks.html	Theodore Gegoux, 1850 – 1931, 19th century artist, The MacIntyre Range of the Adirondacks, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
thomas_corwin_lindsay.html	Thomas Corwin Lindsay, T.C. Lindsay, Thomas C. Lindsay, ,(American 1838 ? 1907), artist, paintings, artwork, art work, painting, art
thomas_corwin_lindsay_pond.html	Thomas Corwin Lindsay, American, 1838 – 1907, Mill Pond, 19th century artist, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
thomas_corwin_lindsay_vigil.html	Thomas Corwin Lindsay, American, 1838 – 1907, Vigil, 19th century artist, Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
thomas_henry_hope_news.html	Thomas Henry Hope, English-American 1832 – 1926, 19th century artist, Yesterday’s News, Oil on canvas, still life, still life artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
virgilio_tojetti_art.html	Virgilio Tojetti, V. Tojetti, , ,(Italian -American, 1849 - 1901), artist, paintings, artwork, art work, painting, art
virgilio_tojetti_putti.html	Virgilio Tojetti, Italian/American 1849 – 1901, V. Tojetti, 19th century artist, Two Putti, 1899, 1899 painting, Pastel on paper, genre, genre artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
walter_launt_palmer_stream.html	Walter Launt Palmer, American 1854 - 1932, 19th century artist, Sunlight on a Winter Stream, Oil on board, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
walter_launt_palmer_winter.html	Walter Launt Palmer, American 1854 - 1932, 19th century artist, Winter Scene , Oil on canvas, landscape, landscape artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
walter_m_brackett_trout.html	Walter M. Brackett, American, 1823 – 1919, W.M.Brackett, Trout on a Bank, Oil on canvas, 19th century artist, animal, animal artwork, artist, paintings, artwork,art work, painting, art, Bedford Fine Art Gallery, fine art, art gallery 
warren_c_briggs_art.html	Warren C. Briggs, , , ,(American, 1867 - 1903), artist, paintings, artwork, art work, painting, art
